profile,model,budget,strategy,time_seconds,useful_eflop,wasted_eflop,accepted_rollouts,extra_rollouts,reference_budget,target_fingerprint,protocol_fingerprint,run_uuid
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,qwen2_5_32b,18,uniform,146.789025678,0.10051565788086886,0.0,1800,0,16,681b179cf4f4cd1fdd3dc6ebc28e2ee750aaa6649c9f5e5d640b6cd21a2d59e9,c1020925a40333011ac4fbe21b08abd30fe07e307b7e4614eb0dba4c8a917b4b,f567a2bc4f074069a3fd000b6a5b7631
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,qwen2_5_32b,38,uniform,292.348142301,0.21211174722395135,0.0,3800,0,32,b0d9536b892e40578ad4e286741207f9581fea28c70b05a4b8cbbfced7a9d478,20eba8ddcb7ca82cf35d396851999f52b7ef593e26580015bc1bcdeb3f2e1ef8,4c016d2cf1c14501b67ab501180a848f
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_32b,qwen2_5_32b,82,uniform,621.874563353,0.45757736649541836,0.0,8200,0,64,50520fab6e41ffcef0fe1dc4d016dd9e5692acce1c79c6b84300883a00d2b604,74511a26ec38ae8c812b550e1f92be3efb667dd8fbf1f3bbd36bcb81a01e8678,c29e03a7c1ba41daaac3e4e0a5478d32
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,qwen2_5_3b,9,uniform,73.78445675,0.005965711188860928,0.0,900,0,8,56a08cc0fffefe8a1f019c5f66c4ba72db50b59917e7c9c742d507c3ce4c377f,5a8e5d95456d086a984e78b72d1bd1d6756ebead539136cc2a322cff12db1697,53c9c6a9969142af843d40ea667590ab
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,qwen2_5_3b,20,uniform,82.566853567,0.013227349000921087,0.0,2000,0,16,e3324cb5f05e161d2f0ab17d5002a050075b936aea2c586dd72ab51bcb70a4d8,3d17265080b01fc496b66940de3076d51b35f13c410c7caec3c4b571bf8ccf3d,220157e0f8b34d1096dcf4cab21e383f
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,qwen2_5_3b,45,uniform,123.363559927,0.02966432766710579,0.0,4500,0,32,54813eba3cce77c588699cea83a9423d1faf94003b6cb289b59e15cd151f1d82,e622bb71c3d4eb0018b149f116e5efe0f9214c4573fdefba15075ab3196ab297,e0bf9cca58d34af186ae1de125c6d70e
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_3b,qwen2_5_3b,101,uniform,218.980587746,0.06589713780908033,0.0,10100,0,64,ef54e745dd655e7f3c5e6046cc72cd9e7e053eb323b6431673c541ddc8c955d9,48ed620f9c3c874e97f92770e1a11062e911082d334481e444a2b7279f7463ac,a012e639f03a4921adacb8d115eba2d1
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,qwen2_5_7b,9,uniform,15.557918108,0.008899063854256128,0.0,900,0,8,946e40e88e8fdff4c419a283c68b605d3bb51ce858fcded141904ab1ae3aa5e4,7fc56bda694255a38f41fd2ff6835eda71e0f05e21b6d033076082f6dd88b205,fcf7be6f86684c299ebabfb547a3c6db
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,qwen2_5_7b,20,uniform,29.955085831,0.019771297217846272,0.0,2000,0,16,2d62b94010b51de8dc6c83f87d7d4fe21b02e975cab673ba509f771af8530483,5d83f48c3245153be65b89e19a05731ffe5eb150446d90df774b4e71de965134,78b734fc98bb477a85038d50aad86aba
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,qwen2_5_7b,46,uniform,146.932961635,0.04571757276090368,0.0,4600,0,32,4e69f99087063ee0d0db0ddcdce7dbcb755b8b6a6a35097e62e2e3eca38a38b4,1c70486a2f487dd233d84de5503ff5ddf97ceb3cd7e7f341e11b12b4b5b8a75f,12d2a3465f80476597968a38a4c45ff7
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen2_5_7b,qwen2_5_7b,104,uniform,193.659345173,0.10328328703857562,0.0,10400,0,64,83390326bcfcd65096f5a6255e911f0934f9ba8e906596ec8c47de4bdb63bd31,78122bb61dd91209f50c932c36f468ae8b962be697973f7cbccc2fbc1ed5f717,039b0cd2368446029af4af9c99b79518
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,qwen3_5_27b,8,uniform,901.433463396,0.23794984087762636,0.0,800,0,8,217d3011f859833debf5e05207b5dd2a24db9ecb8a3f9c1747ade01e8bf38ccb,d112aecd4732022f42071eef9d7d5f9a174b9be7472dba55296f42cd2aa343d1,d3e889f7338a4e2faf39944287d7170e
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,qwen3_5_27b,17,uniform,1582.543441694,0.5060459314102098,0.0,1700,0,16,76e3ce663ca72f414ad9b2a5a212f1eb36339635755ec61b15fcae3b4bde349f,e05fdb0d2f4db18ea411c737c318318987e6cd32678567b22efa46c436eba53d,37f63c14fea7490eaa9c3e8a6828b285
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,qwen3_5_27b,35,uniform,3050.811081936,1.047465831043708,0.0,3500,0,32,60c97a77955ec4b46bee886868507398f62e46085f2a2c3999146b0aeaf86385,f55d9b411f2ede8f18f2e46c28f4673237620a3c726cb6ad0a41a2dcc93d7bc5,313bbb43e09d4b1bab8cfe22fd826388
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_27b,qwen3_5_27b,73,uniform,6232.583754914,2.214826147051635,0.0,7300,0,64,7bd1449c226861c12a574fee57636a438d718f7a081af7f78f72bd1536e69471,4236a44f84f0080262f7a8053b727fb76b42f94206af00ffced18ac5cf566ac4,7a1481d5318b44c9a40e25b2a50cf28c
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,qwen3_5_4b,8,uniform,366.635223225,0.0487554215462441,0.0,800,0,8,2b6b364a429966667c89e0cf656e09e382b60eea88fac324c73e8c6c9d8839fe,d7d4f4db79e9af0e871f46b8ebe6923169ba00ccb627578b29464ecf5b0edf3c,7389ea47247e458484ecac2ef42c8c5b
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,qwen3_5_4b,16,uniform,664.329265285,0.09767762330640384,0.0,1600,0,16,fb06408e168a0d99f54403204a4c3facc7d44f51963bccd1e0bd8f1edcb6606c,2ca059a3f336c003999baa83d4503f6424349842a0dd59ed77988953851f9f8e,07af024086d14b689e7117edee15eb9a
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,qwen3_5_4b,34,uniform,1346.734428338,0.20851693141648384,0.0,3400,0,32,b3b8f26f82a6a06388bdf40937b80b90de38deee07d22b2f973e89052cf3f8a9,df89a97c5c6e4b1148e69ba2a41688dc1ca160f9dd0034f088dae0e665f35544,2f565d1039b84c7e94305e5ba0c9afe6
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_4b,qwen3_5_4b,71,uniform,2773.092869706,0.4498174592718766,0.0,7100,0,64,4586fecab86d21ec0251bc12e756945114b93a9b8b7b7da1a59342e2b94665e0,a18f22b35990c47215ebef3390ea97046bf9b2af76c849ee0f46b4eb7d1911f4,7da940c4a7474767a0b53c1cf1c51e0c
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,qwen3_5_9b,8,uniform,411.325722586,0.08263193294580122,0.0,800,0,8,322012778ac76dad5ca12d71874fb44465e8058d7073360b2ea23bf6bea7e9fc,0c6818215c262ace10be61593201e3ff4f9cca378ed6c196c972ce678a949ea0,1d9885774c4f4f40bd481d6c920d4c7b
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,qwen3_5_9b,16,uniform,722.762040593,0.16665023499698073,0.0,1600,0,16,05e68b3b29e70e3e42fca567a0b0825741aefc37afaf3adeb370665943607e2c,94b0347be6ec522874a89d2f59d75ca2e8ad09122606b5c4228d2e97393eee1a,f874634be2a04e8db9396cefe722f8b2
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,qwen3_5_9b,34,uniform,1389.100799768,0.34892220011958375,0.0,3400,0,32,663c7d4db39ee671136e31b9a791391f7e8f60ac39a57bc3097890e23455b94c,dce61c5e568993b37cc3a3b5526e9ae64456fb5ebe78849d78b95a229d0a5438,3c092b1bd4bc4d26ac685f07d9547f20
livecodebench_gt_2024_03_30__difficulty_medium__model=qwen3_5_9b,qwen3_5_9b,70,uniform,2753.284959003,0.711141594341162,0.0,7000,0,64,08faf65843d107d667e7da89a6d6ec968d948439abc6ec5dd9aa013a18657f47,de451d37fe294b0cbeaa5deb4e12dfdbf0fea3dfc45a35080b9eae061a472ba5,8b058e78a9eb48d4912b2a69a62f5c2f
math_100__model=qwen2_5_32b,qwen2_5_32b,8,uniform,147.458704634,0.03355404559222989,0.0,800,0,8,97939f81419a457ebba9ca8d2a4fecc13582482daf5e66a07132138d6fead3e2,734a88e65458a59aa3342cc8322948154606913aaf1b85ad1f44dc2e09812374,ad6197d6a35e45b188ff15fb48aab318
math_100__model=qwen2_5_32b,qwen2_5_32b,19,uniform,497.079928964,0.08220841422886298,0.0,1900,0,16,debe36edf0aecb757092d90e2f8bee1244312f836a1d97fe35e61f00f94e859e,5baad7110aedf780193cfbdd740acac3829f74c820b379c0da538f8eef5433b9,8a7b56d68c2e4991832eac705b026d1e
math_100__model=qwen2_5_32b,qwen2_5_32b,42,uniform,719.078266076,0.1821251229488476,0.0,4200,0,32,4320bfbbf03c1c13e1ec8028de147fdb74338b71efb3599c38fc476afcbad128,bc54faeac7af2ec4ea4c91155375afbb77c4275ec14d3ceda21c6ca39ba89161,39b0f008c6f9404bbcadc9464dc7cfde
math_100__model=qwen2_5_32b,qwen2_5_32b,93,uniform,964.965156935,0.39454331270482124,0.0,9300,0,64,e5a5d8516b9451b9c826733169cf943d699fa52262eb9695e44fa607ae890c7c,791fe1d81e0721ae8d84a332fd9d46fe9f38bf08216ab0c706bf513efd7069aa,ac0efe12477249ec976f62a738e89667
math_100__model=qwen2_5_3b,qwen2_5_3b,8,uniform,78.400125741,0.004712334688477184,0.0,800,0,8,52bd863af5a595b7662bf0152451dfb8e84ecacf93f74fc073dc6cca48285ea9,79bee7a95592c372a5c75cf40822fa7c6eb6794d97978bfb962747fde6028976,2c539f4124df4708a332d369128d7bfc
math_100__model=qwen2_5_3b,qwen2_5_3b,17,uniform,84.588584881,0.008846364288401408,0.0,1700,0,16,5a320822c8e1c2c0b96746e3ef4098ff26904f109eace615cf39c2a923556292,8858a43f94550a5b8954c50f7d381db7df88798719a29a6150783b1242ba3586,7f4c681a50d14eb5b4c0d0e22000168f
math_100__model=qwen2_5_3b,qwen2_5_3b,37,uniform,128.691122864,0.020649086566039553,0.0,3700,0,32,65b2a6cecc58641cb0f0fc7b1fa460c8ecfab28030bcf0892380ea73bf0cd835,745ee104ec28d33635c5a87d3610987a15dfba3f2514e64c262bd3d4f380e0ac,0c466bd16e7147b4a49ae63235ff23e8
math_100__model=qwen2_5_3b,qwen2_5_3b,78,uniform,198.711660464,0.04303433905271603,0.0,7800,0,64,a9ddb8436c688a467f0bff4163ec6643066abc9ca694a37802eaffe60a121a28,94bfdb1f07a16c1b4876502e51f94b96baf8ff1624181eab131d9f286a9303f9,2f8c3d6391264165b842748300342ab0
math_100__model=qwen2_5_7b,qwen2_5_7b,8,uniform,18.791789388,0.00739975461507072,0.0,800,0,8,c6ba7b61428e6714fb05e93e984593d15cbbe6437e9bd54e6998e9a2edd563a3,3ac283eaa6bc4040e5f636e24400a05afb154cab40b28598f485f97a4cdf4b69,5916a55ba7414b328af6e5381d3a8263
math_100__model=qwen2_5_7b,qwen2_5_7b,19,uniform,127.355295268,0.019602088128157696,0.0,1900,0,16,e786e310fdf1f2ef3709ca776c8850e4f2063bdce77fa3ac4c4a657f1a8d9a55,19dd274fb4260e0a04d441c5d0a1e1aef30c800abea3da267f371b484954f4e4,3bb4d8cab34549e688a01a39850ba269
math_100__model=qwen2_5_7b,qwen2_5_7b,42,uniform,163.729730202,0.04063484828150272,0.0,4200,0,32,2a2bdeb5b1d6a0138d22d187e431cad78c5daf7bd7176c242c894bce7d7d697f,b22ba0fc15a76191402ea76a734d5ca5f5b06ab10cfd393c2ea248cb54fc73d9,c148c2ac87874579a99147ec26f2a43a
math_100__model=qwen2_5_7b,qwen2_5_7b,91,uniform,260.232315027,0.08934624950785229,0.0,9100,0,64,27c31186fd6ace93e4675b321877d1f9d52153325c7943797c404fda9ae11236,a37116233b6253e84eccfc6e5aaaa2500fcefee64deff8a2eb4e9ca46cc15f81,e2b65f922644420bb07023aefda4c564
math_100__model=qwen3_5_27b,qwen3_5_27b,8,uniform,1082.843248556,0.31679337874968266,0.0,800,0,8,2c66c88110c6345e2e65fea6bf18d4da35d8b03edb9a44a542b9477435618806,cccd174f90df7beebdd82cd5969e132be8896cad18909663e09f2d3be6713b77,e5be9fd9fc014101937abf5a61e3a965
math_100__model=qwen3_5_27b,qwen3_5_27b,16,uniform,1923.34979794,0.6264049719187159,0.0,1600,0,16,e53793de8cae635ad668a53088c40aacf93ff6c312972fcc5bf541921f097de5,d8a17d6ceec8053adf6a93836a71010b8e4bceb9fe06c1e0309653d035e0d97c,f8e801ea04fb4a899a2831bcd490511c
math_100__model=qwen3_5_27b,qwen3_5_27b,35,uniform,3979.307260266,1.3790343706113137,0.0,3500,0,32,e028bb890f07dbd36f70f6a4cf626bf29bd23388b44f8ca706e2d8dda11d2305,6ead3e337811c788099fcdafce238ecae285681e97ca8fcfd92f9e790f3651e2,995b44bdffcb4c74b12ba0a6fc419f82
math_100__model=qwen3_5_27b,qwen3_5_27b,73,uniform,8123.974138611,2.8743789166562674,0.0,7300,0,64,f6d9c6ffc7c4b4346fbbded026f06703556607cdd3b90fd294ca89f360fcd187,16c8079fe372a32fd859c0bb7b175ad1aa3f1f448d7895d528dd59d8fb9ca723,141c162aa5ef43848ffb47827f0eee68
math_100__model=qwen3_5_4b,qwen3_5_4b,8,uniform,358.571553172,0.0500653924628521,0.0,800,0,8,ca98fe87ecc7e1e49d4a4c506a1e095e5c6c3974dd7d6b56f06b1d25ce416d87,a641be7d37fcf76b703012edcabeb509958d3978df10e7458fdbec85ff7348c0,8a7b6ff4b8924f53823e724f84b3057e
math_100__model=qwen3_5_4b,qwen3_5_4b,15,uniform,618.447942329,0.09472479558148915,0.0,1500,0,16,71ab70049e959788f819500153441ba7185488ae109f1212f1bb0c8bb3074d86,1b567c381b1a08d13a87c02298a18d04749e9d20a7bbab93ba768c0bd6f0ef68,b0cab8ce5c424e09aaa606824f34c64c
math_100__model=qwen3_5_4b,qwen3_5_4b,31,uniform,1186.038192823,0.1951501599384064,0.0,3100,0,32,ee404f141af3a4cdac7bc3d739dc42d0c88b7ad6f55b33f11c61ee6ad32ccda5,239f227af9fafdbc69b26abec56b5b32de53cebaa4b53d8aff9f79c32c02ef18,7fe1ce75e912406d82db6d80a49d94ff
math_100__model=qwen3_5_4b,qwen3_5_4b,65,uniform,2417.285209812,0.4101389075602719,0.0,6500,0,64,f371443af5fa437864f597107f4ecb39763851f5f6edab8487680361d0a064e2,fb52d1223ff0da72176dd70122f8839f35070b3a2eff8461964f4c13348898c9,ec286ca0180142149fca7aa8bd2b7bec
math_100__model=qwen3_5_9b,qwen3_5_9b,8,uniform,480.376268454,0.09975203375266202,0.0,800,0,8,71d034997cd1044458de1c8d6a6a07f693aafe698b51b36428fe95209360f48d,27c50b6c63c92cef8b264804f4b7bbad4bf06ca046c038310fc837520158949d,4d02946812674b96a5d625ef44d2f3c2
math_100__model=qwen3_5_9b,qwen3_5_9b,16,uniform,811.244119411,0.1969138929794089,0.0,1600,0,16,714dae06b966170bb83cee21593bd774a360ba4dd11b1e4aff0e98f2350d4cfd,fb8b5e47d73e90eb1d11b5555e40c9f89d41473c31fa00b5855242060888b18c,01db3c6b722843e5af3b77e2c2d710bc
math_100__model=qwen3_5_9b,qwen3_5_9b,33,uniform,1615.305585479,0.4093529464020521,0.0,3300,0,32,fbd1702416c2aaaad5c24b942fc7ee2cd82c00114fbd62fdb74748a6ce395479,9205a60269dce0894ef79c6a8897153d4f09a04bf7e7d5aa8ce31b43e900716d,b57942d8a8474297901a9eedec53bdfc
math_100__model=qwen3_5_9b,qwen3_5_9b,69,uniform,3264.318204419,0.8570257554781225,0.0,6900,0,64,3245e18ebd284e81622ecf847920dabef8cee0782a8d6eef573f5a4f92599f34,9ac3ed2cc47c1ff32763fc4de4a068ff3bf582742a53aee3af7dff8ca63de55e,aa259a5bdb91415d82c688501a0855c6
mmlu_science__subject_college_biology__model=qwen2_5_32b,qwen2_5_32b,12,uniform,13.690358584,0.0105241461894144,0.0,1200,0,8,ae82b48bb7e28d22f0699d97ed4e25977cc57514db9122ff0326d8b4061d0a28,6cb072fff43352c2d826acd89a3eb7d4376a2f0ee945bbd036809c7e9d401215,42eb7b9a3da24d6682eff7b27a348f39
mmlu_science__subject_college_biology__model=qwen2_5_32b,qwen2_5_32b,31,uniform,33.828663604,0.0272406308707328,0.0,3100,0,16,c77ae5e6c30d26f88e4f6b3567fff67e38cb604839cde9a209eec088d5d7c979,75df59a6b53ca0a0e8d44db4d0ddb6d7869ada77feee1111924a3f99ad87abf0,a8281a1674c544c6a603351f33929218
mmlu_science__subject_college_biology__model=qwen2_5_32b,qwen2_5_32b,74,uniform,70.725819843,0.06496566791627162,0.0,7400,0,32,4243314d4170500b0d02005c26c5d874ed1e4742a9f8996189a3a62767bcc62e,7e6628cd5c14a4519762755956f9795a5cadf8d4507ee67fad086bd76f2ed35a,cec74cbca64a42fb8b0e45b767f813d0
mmlu_science__subject_college_biology__model=qwen2_5_32b,qwen2_5_32b,178,uniform,203.482795907,0.1562022496850985,0.0,17800,0,64,3ad7903d3ee45ef4ab0455d206e86093cb1cb9aeaf13ab080607f102b9b22547,bdf7c1a7b2b395827b975aebabc4036b9246c3be7d7e02854f9182d9be2c9032,9e97d16a8a52415fae062447233770b7
mmlu_science__subject_college_biology__model=qwen2_5_3b,qwen2_5_3b,11,uniform,4.74493843,0.000821928588664832,0.0,1100,0,8,2e517f73b6c3a0e3d21c7e16b73c561a3410a5d07ffc4f5ab4ddb2d522f947aa,b8f98f02af6b2f88a9018475cbdb00b30ee36459870e5edabfba5649013921af,16c806c819254d818ebb1df20250361a
mmlu_science__subject_college_biology__model=qwen2_5_3b,qwen2_5_3b,27,uniform,3.953451931,0.002017461081268224,0.0,2700,0,16,ad637bdf13b6df990dc48f2870b0a0b23e8ba9534de0518b2da8dc54a260bcdf,d8a15833fb571acba4b4aff1fb731c0dd57dee8e539f5d77d308be869b9f2a9d,4d02b950d734458b8d2cb3d91c4c87fb
mmlu_science__subject_college_biology__model=qwen2_5_3b,qwen2_5_3b,66,uniform,27.533772249,0.004931571531988992,0.0,6600,0,32,a922939abee82ac92a1bebb22c0e1b6673c3eae82f63c477e66a74f89d726906,2b4dee9fff7f989b24beec08e16871ed9cf31e95801e6368ab26241c84c88dec,5a30af5e7e7e4eee8e1c2982ace797d6
mmlu_science__subject_college_biology__model=qwen2_5_3b,qwen2_5_3b,161,uniform,173.482680247,0.012030045706821632,0.0,16100,0,64,a79715f5c9ca229adf418f3a5a6aeb7fbd739b441d523c1bd5d18182fad6331a,1c78c234a1479c8fb5bef95d0946d34e8930cca811892576730e4c4541cb6e35,ddee96e2f24c496e87a38e516156e051
mmlu_science__subject_college_biology__model=qwen2_5_7b,qwen2_5_7b,12,uniform,2.308003395,0.002105479087968256,0.0,1200,0,8,62e0aa82d821fb5ec624ca55f6118897475c0fb109f4e6e0e09b6f5b5d159ab2,9f2cb7e437a961930c6d16f77c0654f86472314f7f6b2a69d4f345fd9a75d6ea,d0512f5986bc4f29a5f002d3189a3dbf
mmlu_science__subject_college_biology__model=qwen2_5_7b,qwen2_5_7b,30,uniform,5.386702702,0.005263470734362624,0.0,3000,0,16,52f19de93df590e836a96d9dbb0a59cb4b96a8e0d728c3d0d7c1c4a5468d7368,f4daa24e7f64794ab5a1c2aa5a5b83bae1f29418d15e5c8f1f0fea6ad3906191,a5a8857e420647d1a8d772d4e114e9b0
mmlu_science__subject_college_biology__model=qwen2_5_7b,qwen2_5_7b,74,uniform,35.263349853,0.012983901159634943,0.0,7400,0,32,8f1bdd1923b4dca11815dde4d8686331d2ddbd030e1a2882c9573fda68ec757f,2160d69f2707145f2f2e097ac04768e122973723256dcd52ffe4c35c5a018c3a,391af69b691e4f9b885904efa4844a78
mmlu_science__subject_college_biology__model=qwen2_5_7b,qwen2_5_7b,191,uniform,238.276312532,0.03351263428054528,0.0,19100,0,64,86a172fb6d93f6e3d361e00a95cfba9939eaeffa24b7b1dc627189f90efc655f,7e63f937e2614022ce14c02ef4951c6dfac3b2992cede9f99f4ca791e53b39e0,18a33c18d7294d38a394e18d72cb96f1
mmlu_science__subject_college_biology__model=qwen3_5_27b,qwen3_5_27b,11,uniform,488.712636678,0.14864748547519488,0.0,1100,0,8,a85d468f8c9855cb699ee84500f0714472a50356611a48f3468d5a42264a665e,44f0721820cf2e0fa1077fceff63b201589a41a83b1cc320fcac6dca953a4f9b,47f002f6f01e4fba98f3433e6fedfa9a
mmlu_science__subject_college_biology__model=qwen3_5_27b,qwen3_5_27b,30,uniform,1164.456770811,0.42626434404780134,0.0,3000,0,16,d8f6374897a5357386f1332c48ced54490cbf5d3efa9ea259b9c026977f1107c,a339a5540bb9db5af481fc126a5aa222f0c1b11015f287bbde9d87e285d25792,1d5d304103ac40deaabe7629225fd624
mmlu_science__subject_college_biology__model=qwen3_5_27b,qwen3_5_27b,74,uniform,2624.923433059,1.0545367254274651,0.0,7400,0,32,593d6bc46728f768a632dbf6b481396117b26a40376c56dc3f024eadaa323b6a,2a40081486437bcd57e24d3e8674cb3f74f65a400491aba11177ff07724218b5,7fb4dcdddfad425fa7bf8899e6ab2e39
mmlu_science__subject_college_biology__model=qwen3_5_27b,qwen3_5_27b,190,uniform,6501.317371233,2.6945767885256746,0.0,19000,0,64,0c07acfb89cfefa99c9cffb5ea74df54c6ea9aaa3f9eb80b8d5093d05648f11a,6ed7348990e4b6c02c0b511cfa340179895d8d52ffb7e06e6ce7d2b183b05225,a789fd7a3f59482099fd7cee78405f28
mmlu_science__subject_college_biology__model=qwen3_5_4b,qwen3_5_4b,10,uniform,237.342326543,0.034742154797932544,0.0,1000,0,8,c9a3d7ae70d60c8ce0d4d5cc6455d86835f1c4b76a4b50108ad9786c81bf93fd,b9f8ebdeaf1845103104e55d93f8c792456b6bf8821eaea2e77a53aaddaaea70,a36878601417422abe843572f783b1ab
mmlu_science__subject_college_biology__model=qwen3_5_4b,qwen3_5_4b,26,uniform,517.329948115,0.08785481202369332,0.0,2600,0,16,38110d173beccdc9a2cd9c09f75b66fb1216b469c07c9c7efcbae0de70565353,1f70434c7d3d9d45d8d8a1e96ecde88d72ef1e9aafff7656a2e93efa13fa3bdb,999f9370283f41d88c512ec2400bb869
mmlu_science__subject_college_biology__model=qwen3_5_4b,qwen3_5_4b,65,uniform,1284.827321028,0.22334610491998208,0.0,6500,0,32,fbb0cbdb6cf9341e18cdb54effb3549e428126672cbb13b07320b3e49568e2b2,4672a24071f1227709801561845e51674db580129e6afbc18d6da0d4586bf165,bc31c3cf33354b7180fbf6eadbe4ad8b
mmlu_science__subject_college_biology__model=qwen3_5_4b,qwen3_5_4b,163,uniform,3032.313311241,0.5510949208255836,0.0,16300,0,64,89c2af3114dcf4af91cef3c0342bf8513d88d8c64d422d5bd946458e5880ab7a,6b60d18f2596088d496692d700cd09252473fe39bdea9566d95325f09080c4bf,6e84d9c72f9c4162bca50f2d45afc50e
mmlu_science__subject_college_biology__model=qwen3_5_9b,qwen3_5_9b,10,uniform,205.962671483,0.03864482184267571,0.0,1000,0,8,61d2c5cc77f3388fdd3ba6747eff1abae4fffd62eded0252c51260df24603330,693e359f296af9f6f871ba3eaba34731a819c2ebc1453294433b23d258f1b9e8,9811548224f8449aa56c29241a1ecd08
mmlu_science__subject_college_biology__model=qwen3_5_9b,qwen3_5_9b,22,uniform,301.145890916,0.08119637953979188,0.0,2200,0,16,8e86359b80b551286ea77e1e2580b405cbba0e83d758b5c660fdcab80a1ba46d,aafc63b6f1975260fddb7ea5d6aff36605604923a11592b159e8a2af525b7475,5eef8113cc954e26b50103ef41c148f0
mmlu_science__subject_college_biology__model=qwen3_5_9b,qwen3_5_9b,53,uniform,635.730489313,0.19427769480564427,0.0,5300,0,32,30d3e35e97756d6f17a67d80db0b2910786dc5e378f9e5ed594856d4c48eaf3e,40fa2312b3498a9b551a5c8ee161f2dd2161b6855b8d1da5113ee10d6deb1c36,cf5b2a01259e48179bf5e2ad1220d8be
mmlu_science__subject_college_biology__model=qwen3_5_9b,qwen3_5_9b,128,uniform,1405.80390405,0.4682812520145459,0.0,12800,0,64,df49ce776a2eb7068b19810b8993b74d0d5bdd8cc76903ef63dcc271637bd08a,4d45c757a051ec9b6bf40325aafc7fe79b48e2dfec7750e5d3132517be7da944,1771b31b07ad4150a6b8f7ec5b9be248
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,qwen2_5_32b,9,uniform,34.072341278,0.012901584644139008,0.0,900,0,8,a096236ad173e8d20a112a1df618f96b6c9cf3593524c248605ed708c5c71355,53f0393dbc5e119bee2e32cd8dc4afa89130d00dab77fb52cad45afd2ae7edcc,6492a62f2b2544ee8440c1895964120c
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,qwen2_5_32b,21,uniform,413.363761094,0.030668413703970818,0.0,2100,0,16,06da16987b3542179c3b80c640a098b992947f83ea7a0fc5656df850492ac872,360dca15fde56bfe8be7f3398fdc1c0c616d0d71c59cc5b892e49600d6264032,f1fa64456ee4444d940d85d69331c53b
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,qwen2_5_32b,49,uniform,460.529711938,0.07105701652620493,0.0,4900,0,32,5aa62b7441069f0581df60c719c05293f1c45c6764f304aa454002c89230edcf,feab78c567e6f87962be4692173f573cf5a03da31df011d7e88f902cdb168efd,27185de7fd144ba39f7f6b72ad135aeb
mmlu_science__subject_college_chemistry__model=qwen2_5_32b,qwen2_5_32b,114,uniform,586.33732115,0.1662160905880576,0.0,11400,0,64,0d4526f956ca78d81307fd3ea157fdc40b9e4308c93082a464eeb9210d18c3a3,5540fe8201f3cc95e6d1c6ed8779466201a6a1aa97370ef6aa30ae72ad73f320,aa0fedcf732e451089cae53cfc4d216e
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,qwen2_5_3b,10,uniform,0.972129487,0.00078270916419584,0.0,1000,0,8,4e52c694333b5d6e961e96690f3a12e326a66a60be5f8992d49d81d7a4254bf8,ff687d6215c4b7e84a5bcc1f745afc5cf93ca9856712baf5ef07a574cc490b91,13a93f8d06b949dd9d6122bcd5152027
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,qwen2_5_3b,24,uniform,3.282834535,0.001878501994070016,0.0,2400,0,16,dbfcbc661d425bedc96a651e7103b42e1591f9db7c23cfd5911f0641da1645aa,37d74726889e19a958a06a23cfeb263da86394eb13266c5353c56c534141c9e2,399d6a7706f342a78554988cd5186215
mmlu_science__subject_college_chemistry__model=qwen2_5_3b,qwen2_5_3b,62,uniform,23.896629973,0.004852796818014208,0.0,6200,0,32,3af0a6c0b958007550f5370a821856e3f972bbf36318662fde0597f5cf4c33ad,28a871968f4bed5015d7f79ac69b81b9f154b78f04f3b6629e9afd96b344875f,25918af41aff49d3a0ffdebd563bcba4
